date,ride,temp_mean,temp_max,temp_min,precip_mm,rain_mm,snow_cm,wind_max,humidity,is_rain,is_heavy_rain,dow,is_weekend,is_holiday,is_workday,month,year,pandemic_acute,pandemic_recovery,is_pandemic
2019-02-01,15931852.0,-3.2,2.0,-7.5,0.0,0.0,0.0,22.7,50.0,0,0,4,0,0,1,2,2019,0,0,0
2019-02-02,10136205.0,0.0,6.1,-4.2,0.0,0.0,0.0,13.7,64.0,0,0,5,1,0,0,2,2019,0,0,0
2019-02-03,6807936.0,3.0,6.0,0.7,14.2,14.1,0.07,19.4,88.0,1,0,6,1,0,0,2,2019,0,0,0
2019-02-04,5862840.0,-2.2,1.9,-6.1,0.0,0.0,0.0,20.9,48.0,0,0,0,0,1,0,2,2019,0,0,0
2019-02-05,5652813.0,0.7,8.6,-5.7,0.0,0.0,0.0,15.5,41.0,0,0,1,0,1,0,2,2019,0,0,0
2019-02-06,7461532.0,2.5,9.8,-3.7,0.0,0.0,0.0,18.1,63.0,0,0,2,0,1,0,2,2019,0,0,0
2019-02-07,14773972.0,-2.6,4.2,-8.8,0.4,0.4,0.0,24.5,52.0,0,0,3,0,0,1,2,2019,0,0,0
2019-02-08,15785522.0,-6.8,-2.2,-10.6,0.0,0.0,0.0,14.3,20.0,0,0,4,0,0,1,2,2019,0,0,0
2019-02-09,11970485.0,-5.7,-2.2,-7.8,0.0,0.0,0.0,20.4,26.0,0,0,5,1,0,0,2,2019,0,0,0
2019-02-10,8693240.0,-5.0,-0.7,-8.3,0.0,0.0,0.0,12.3,24.0,0,0,6,1,0,0,2,2019,0,0,0
2019-02-11,15854967.0,-3.8,1.4,-7.3,0.0,0.0,0.0,18.0,33.0,0,0,0,0,0,1,2,2019,0,0,0
2019-02-12,16135660.0,-2.1,3.1,-6.1,0.0,0.0,0.0,13.8,37.0,0,0,1,0,0,1,2,2019,0,0,0
2019-02-13,16293762.0,-3.3,1.7,-6.8,0.0,0.0,0.0,19.4,28.0,0,0,2,0,0,1,2,2019,0,0,0
2019-02-14,16477488.0,-2.8,3.6,-6.4,0.0,0.0,0.0,11.9,27.0,0,0,3,0,0,1,2,2019,0,0,0
2019-02-15,17161453.0,-1.2,1.3,-3.3,0.8,0.0,0.56,18.8,65.0,0,0,4,0,0,1,2,2019,0,0,0
2019-02-16,13202412.0,-3.1,1.2,-6.4,0.0,0.0,0.0,14.5,58.0,0,0,5,1,0,0,2,2019,0,0,0
2019-02-17,9460710.0,-3.4,3.6,-7.8,0.0,0.0,0.0,16.2,50.0,0,0,6,1,0,0,2,2019,0,0,0
2019-02-18,15970407.0,-1.1,5.6,-6.3,0.0,0.0,0.0,11.5,49.0,0,0,0,0,0,1,2,2019,0,0,0
2019-02-19,16067843.0,0.5,4.7,-2.5,5.1,0.0,3.57,13.2,82.0,0,0,1,0,0,1,2,2019,0,0,0
2019-02-20,16421343.0,0.3,4.5,-3.1,0.0,0.0,0.0,19.9,75.0,0,0,2,0,0,1,2,2019,0,0,0
2019-02-21,16510787.0,-0.4,6.5,-5.2,0.0,0.0,0.0,13.4,72.0,0,0,3,0,0,1,2,2019,0,0,0
2019-02-22,17192257.0,1.1,9.6,-4.0,0.0,0.0,0.0,13.2,69.0,0,0,4,0,0,1,2,2019,0,0,0
2019-02-23,13570656.0,3.1,11.8,-3.0,0.0,0.0,0.0,14.5,60.0,0,0,5,1,0,0,2,2019,0,0,0
2019-02-24,9937639.0,1.8,10.8,-3.2,0.0,0.0,0.0,17.8,66.0,0,0,6,1,0,0,2,2019,0,0,0
2019-02-25,16208844.0,2.4,8.8,-1.9,0.0,0.0,0.0,13.6,71.0,0,0,0,0,0,1,2,2019,0,0,0
2019-02-26,16495766.0,1.5,8.8,-4.9,0.0,0.0,0.0,10.8,57.0,0,0,1,0,0,1,2,2019,0,0,0
2019-02-27,16658026.0,4.6,11.3,0.8,0.0,0.0,0.0,14.3,64.0,0,0,2,0,0,1,2,2019,0,0,0
2019-02-28,17129873.0,4.1,10.5,-0.1,0.0,0.0,0.0,16.3,58.0,0,0,3,0,0,1,2,2019,0,0,0
2019-03-01,11821996.0,3.3,11.2,-2.3,0.0,0.0,0.0,17.7,65.0,0,0,4,0,1,0,3,2019,0,0,0
2019-03-02,11805050.0,4.1,12.1,-3.6,0.0,0.0,0.0,11.2,64.0,0,0,5,1,0,0,3,2019,0,0,0
2019-03-03,9264804.0,5.6,12.9,-2.9,0.0,0.0,0.0,9.4,58.0,0,0,6,1,0,0,3,2019,0,0,0
2019-03-04,16373908.0,6.8,13.3,3.1,0.0,0.0,0.0,15.4,67.0,0,0,0,0,0,1,3,2019,0,0,0
2019-03-05,16465079.0,5.5,12.6,0.1,0.0,0.0,0.0,16.6,80.0,0,0,1,0,0,1,3,2019,0,0,0
2019-03-06,16729498.0,6.0,10.6,1.9,0.6,0.6,0.0,13.0,76.0,0,0,2,0,0,1,3,2019,0,0,0
2019-03-07,17176768.0,4.7,12.5,-1.1,0.0,0.0,0.0,23.9,64.0,0,0,3,0,0,1,3,2019,0,0,0
2019-03-08,17949442.0,2.7,10.3,-3.9,0.0,0.0,0.0,16.0,60.0,0,0,4,0,0,1,3,2019,0,0,0
2019-03-09,13871272.0,3.2,10.2,-3.8,0.0,0.0,0.0,9.6,61.0,0,0,5,1,0,0,3,2019,0,0,0
2019-03-10,9732439.0,6.9,13.9,2.5,0.0,0.0,0.0,9.4,51.0,0,0,6,1,0,0,3,2019,0,0,0
2019-03-11,16738261.0,4.3,10.1,-0.1,0.1,0.1,0.0,17.1,73.0,0,0,0,0,0,1,3,2019,0,0,0
2019-03-12,16752783.0,2.7,8.5,-1.3,0.8,0.8,0.0,24.9,67.0,0,0,1,0,0,1,3,2019,0,0,0
2019-03-13,16998477.0,1.7,7.3,-2.9,0.0,0.0,0.0,30.0,46.0,0,0,2,0,0,1,3,2019,0,0,0
2019-03-14,17190801.0,2.0,7.7,-4.0,3.2,1.5,1.19,12.3,56.0,1,0,3,0,0,1,3,2019,0,0,0
2019-03-15,17612325.0,2.9,9.4,-1.6,3.6,3.0,0.42,21.8,83.0,1,0,4,0,0,1,3,2019,0,0,0
2019-03-16,13603599.0,2.3,8.0,-4.0,0.0,0.0,0.0,18.1,75.0,0,0,5,1,0,0,3,2019,0,0,0
2019-03-17,10129963.0,3.9,10.4,-0.3,0.0,0.0,0.0,18.3,72.0,0,0,6,1,0,0,3,2019,0,0,0
2019-03-18,16708970.0,3.7,11.4,-3.4,0.0,0.0,0.0,14.2,64.0,0,0,0,0,0,1,3,2019,0,0,0
2019-03-19,17059402.0,7.0,14.7,-0.4,0.0,0.0,0.0,14.7,67.0,0,0,1,0,0,1,3,2019,0,0,0
2019-03-20,16749123.0,8.8,16.0,2.7,8.9,8.9,0.0,15.1,80.0,1,0,2,0,0,1,3,2019,0,0,0
2019-03-21,17026708.0,7.3,10.6,0.7,2.4,2.4,0.0,30.0,76.0,1,0,3,0,0,1,3,2019,0,0,0
2019-03-22,17797778.0,2.1,7.4,-2.8,0.0,0.0,0.0,21.8,45.0,0,0,4,0,0,1,3,2019,0,0,0
2019-03-23,13100366.0,1.9,7.6,-3.6,1.8,0.9,0.63,29.0,55.0,0,0,5,1,0,0,3,2019,0,0,0
2019-03-24,9887393.0,1.9,7.5,-3.9,0.0,0.0,0.0,23.1,60.0,0,0,6,1,0,0,3,2019,0,0,0
2019-03-25,16597419.0,5.1,11.7,-0.9,0.0,0.0,0.0,26.0,74.0,0,0,0,0,0,1,3,2019,0,0,0
2019-03-26,17121175.0,8.0,14.7,2.6,0.0,0.0,0.0,15.3,72.0,0,0,1,0,0,1,3,2019,0,0,0
2019-03-27,17038826.0,8.8,15.1,4.0,0.0,0.0,0.0,31.3,78.0,0,0,2,0,0,1,3,2019,0,0,0
2019-03-28,17188188.0,7.0,13.1,1.3,0.0,0.0,0.0,15.9,68.0,0,0,3,0,0,1,3,2019,0,0,0
2019-03-29,17935133.0,7.2,12.4,3.8,0.0,0.0,0.0,17.2,45.0,0,0,4,0,0,1,3,2019,0,0,0
2019-03-30,12757513.0,4.2,8.6,1.7,6.2,4.9,0.91,32.4,77.0,1,0,5,1,0,0,3,2019,0,0,0
2019-03-31,9453766.0,3.6,7.7,0.5,0.0,0.0,0.0,25.1,57.0,0,0,6,1,0,0,3,2019,0,0,0
2019-04-01,16495880.0,3.5,9.1,-1.2,0.0,0.0,0.0,21.7,55.0,0,0,0,0,0,1,4,2019,0,0,0
2019-04-02,16781978.0,4.6,11.2,-0.8,0.0,0.0,0.0,23.2,61.0,0,0,1,0,0,1,4,2019,0,0,0
2019-04-03,17027290.0,5.5,11.5,-0.7,0.0,0.0,0.0,22.3,55.0,0,0,2,0,0,1,4,2019,0,0,0
2019-04-04,17171189.0,6.7,13.2,-0.2,0.0,0.0,0.0,26.1,65.0,0,0,3,0,0,1,4,2019,0,0,0
2019-04-05,17853560.0,9.7,15.0,5.5,0.0,0.0,0.0,25.3,54.0,0,0,4,0,0,1,4,2019,0,0,0
2019-04-06,13237877.0,8.4,14.4,3.6,5.2,5.2,0.0,14.3,55.0,1,0,5,1,0,0,4,2019,0,0,0
2019-04-07,10685618.0,9.9,17.8,1.8,0.0,0.0,0.0,13.9,59.0,0,0,6,1,0,0,4,2019,0,0,0
2019-04-08,16937865.0,9.1,15.0,2.7,0.0,0.0,0.0,20.6,45.0,0,0,0,0,0,1,4,2019,0,0,0
2019-04-09,16805759.0,8.9,14.6,3.7,7.3,7.3,0.0,25.3,56.0,1,0,1,0,0,1,4,2019,0,0,0
2019-04-10,16716349.0,5.8,8.2,3.7,7.0,7.0,0.0,23.0,82.0,1,0,2,0,0,1,4,2019,0,0,0
2019-04-11,17372546.0,7.8,14.2,1.9,0.2,0.2,0.0,16.8,72.0,0,0,3,0,0,1,4,2019,0,0,0
2019-04-12,17992610.0,9.0,15.9,3.7,0.0,0.0,0.0,19.5,69.0,0,0,4,0,0,1,4,2019,0,0,0
2019-04-13,14423958.0,9.2,15.8,2.0,0.0,0.0,0.0,18.1,59.0,0,0,5,1,0,0,4,2019,0,0,0
2019-04-14,9150117.0,8.1,13.3,4.2,3.3,3.3,0.0,26.1,61.0,1,0,6,1,0,0,4,2019,0,0,0
2019-04-15,16703906.0,8.4,15.7,1.3,0.0,0.0,0.0,20.9,58.0,0,0,0,0,0,1,4,2019,0,0,0
2019-04-16,17026953.0,10.8,19.8,2.5,0.0,0.0,0.0,10.8,57.0,0,0,1,0,0,1,4,2019,0,0,0
2019-04-17,17162200.0,12.2,19.2,5.5,0.0,0.0,0.0,17.1,60.0,0,0,2,0,0,1,4,2019,0,0,0
2019-04-18,16816355.0,11.2,15.4,7.6,0.0,0.0,0.0,23.8,79.0,0,0,3,0,0,1,4,2019,0,0,0
2019-04-19,17540211.0,11.6,16.9,7.3,0.0,0.0,0.0,19.5,70.0,0,0,4,0,0,1,4,2019,0,0,0
2019-04-20,13430653.0,12.1,17.5,6.1,0.2,0.2,0.0,19.0,73.0,0,0,5,1,0,0,4,2019,0,0,0
2019-04-21,9548009.0,13.4,17.6,10.6,0.2,0.2,0.0,14.1,79.0,0,0,6,1,0,0,4,2019,0,0,0
2019-04-22,16529047.0,16.4,25.4,7.6,0.0,0.0,0.0,8.6,67.0,0,0,0,0,0,1,4,2019,0,0,0
2019-04-23,16612085.0,17.9,24.5,12.3,0.1,0.1,0.0,17.9,66.0,0,0,1,0,0,1,4,2019,0,0,0
2019-04-24,16973170.0,16.8,24.1,13.6,6.2,6.2,0.0,21.2,79.0,1,0,2,0,0,1,4,2019,0,0,0
2019-04-25,16814762.0,13.2,15.4,10.2,6.1,6.1,0.0,22.8,77.0,1,0,3,0,0,1,4,2019,0,0,0
2019-04-26,17679045.0,8.5,10.2,6.9,5.5,5.5,0.0,16.4,82.0,1,0,4,0,0,1,4,2019,0,0,0
2019-04-27,14492513.0,9.9,17.1,3.1,0.0,0.0,0.0,18.0,67.0,0,0,5,1,0,0,4,2019,0,0,0
2019-04-28,10233554.0,11.8,15.8,8.6,0.0,0.0,0.0,15.0,60.0,0,0,6,1,0,0,4,2019,0,0,0
2019-04-29,16929152.0,12.1,16.6,6.5,0.0,0.0,0.0,9.6,66.0,0,0,0,0,0,1,4,2019,0,0,0
2019-04-30,17765456.0,13.3,20.0,6.5,0.0,0.0,0.0,16.5,69.0,0,0,1,0,0,1,4,2019,0,0,0
2019-05-01,13354742.0,14.7,20.4,8.7,0.0,0.0,0.0,22.1,64.0,0,0,2,0,0,1,5,2019,0,0,0
2019-05-02,17553757.0,14.3,22.8,8.1,0.0,0.0,0.0,26.0,50.0,0,0,3,0,0,1,5,2019,0,0,0
2019-05-03,18425509.0,14.8,24.4,7.8,0.0,0.0,0.0,19.0,60.0,0,0,4,0,0,1,5,2019,0,0,0
2019-05-04,14104871.0,16.1,25.1,8.8,0.0,0.0,0.0,14.6,62.0,0,0,5,1,0,0,5,2019,0,0,0
2019-05-05,10560843.0,17.1,25.1,11.0,0.0,0.0,0.0,20.3,54.0,0,0,6,1,1,0,5,2019,0,0,0
2019-05-06,10709298.0,14.0,18.2,9.2,0.0,0.0,0.0,22.9,34.0,0,0,0,0,1,0,5,2019,0,0,0
2019-05-07,17069148.0,13.5,20.6,7.5,0.0,0.0,0.0,24.4,45.0,0,0,1,0,0,1,5,2019,0,0,0
2019-05-08,17097938.0,13.8,19.9,8.7,0.0,0.0,0.0,23.5,61.0,0,0,2,0,0,1,5,2019,0,0,0
2019-05-09,17411871.0,14.7,20.9,9.3,0.0,0.0,0.0,21.7,58.0,0,0,3,0,0,1,5,2019,0,0,0
2019-05-10,18297823.0,16.3,26.0,8.2,0.0,0.0,0.0,20.8,56.0,0,0,4,0,0,1,5,2019,0,0,0
2019-05-11,14254332.0,18.2,27.3,11.3,0.0,0.0,0.0,21.9,51.0,0,0,5,1,0,0,5,2019,0,0,0
2019-05-12,10544311.0,19.5,27.1,12.0,0.3,0.3,0.0,13.0,47.0,0,0,6,1,1,0,5,2019,0,0,0
2019-05-13,16670623.0,16.3,21.6,13.1,7.0,7.0,0.0,15.9,63.0,1,0,0,0,0,1,5,2019,0,0,0
2019-05-14,17241001.0,18.2,25.0,11.7,0.0,0.0,0.0,16.2,57.0,0,0,1,0,0,1,5,2019,0,0,0
2019-05-15,17653844.0,18.3,26.0,11.9,0.0,0.0,0.0,15.7,68.0,0,0,2,0,0,1,5,2019,0,0,0
2019-05-16,17366233.0,21.2,28.1,13.9,0.0,0.0,0.0,14.8,59.0,0,0,3,0,0,1,5,2019,0,0,0
2019-05-17,18085208.0,22.3,28.9,16.1,0.0,0.0,0.0,15.3,58.0,0,0,4,0,0,1,5,2019,0,0,0
2019-05-18,13979429.0,22.5,26.0,18.6,0.0,0.0,0.0,23.8,49.0,0,0,5,1,0,0,5,2019,0,0,0
2019-05-19,9298679.0,19.5,20.5,18.1,14.6,14.6,0.0,16.9,79.0,1,0,6,1,0,0,5,2019,0,0,0
2019-05-20,16748745.0,16.1,19.0,12.2,5.0,5.0,0.0,33.2,68.0,1,0,0,0,0,1,5,2019,0,0,0
2019-05-21,17154589.0,15.4,20.4,11.1,0.0,0.0,0.0,26.3,69.0,0,0,1,0,0,1,5,2019,0,0,0
2019-05-22,17237060.0,16.9,23.4,10.6,0.0,0.0,0.0,26.4,64.0,0,0,2,0,0,1,5,2019,0,0,0
2019-05-23,17276699.0,18.5,25.5,11.7,0.0,0.0,0.0,15.0,67.0,0,0,3,0,0,1,5,2019,0,0,0
2019-05-24,18107446.0,21.2,30.8,13.2,0.0,0.0,0.0,15.2,67.0,0,0,4,0,0,1,5,2019,0,0,0
2019-05-25,14101931.0,21.2,27.9,15.7,0.0,0.0,0.0,15.3,61.0,0,0,5,1,0,0,5,2019,0,0,0
2019-05-26,10391425.0,21.9,29.9,14.9,0.0,0.0,0.0,22.3,56.0,0,0,6,1,0,0,5,2019,0,0,0
2019-05-27,15931577.0,18.3,21.0,14.8,11.6,11.6,0.0,24.5,77.0,1,0,0,0,0,1,5,2019,0,0,0
2019-05-28,17125462.0,17.0,22.4,13.4,0.0,0.0,0.0,22.5,55.0,0,0,1,0,0,1,5,2019,0,0,0
2019-05-29,17165171.0,17.6,23.2,10.8,0.0,0.0,0.0,21.0,66.0,0,0,2,0,0,1,5,2019,0,0,0
2019-05-30,17067612.0,17.8,23.7,11.8,0.1,0.1,0.0,22.2,60.0,0,0,3,0,0,1,5,2019,0,0,0
2019-05-31,17726946.0,17.6,21.6,14.0,0.0,0.0,0.0,23.8,61.0,0,0,4,0,0,1,5,2019,0,0,0
2019-06-01,13660087.0,16.8,21.8,11.7,0.0,0.0,0.0,16.8,70.0,0,0,5,1,0,0,6,2019,0,0,0
2019-06-02,9849499.0,19.9,26.2,14.1,0.0,0.0,0.0,18.4,54.0,0,0,6,1,0,0,6,2019,0,0,0
2019-06-03,16593260.0,21.5,28.4,14.8,0.0,0.0,0.0,18.9,54.0,0,0,0,0,0,1,6,2019,0,0,0
2019-06-04,16915345.0,20.9,26.7,15.1,0.0,0.0,0.0,17.9,66.0,0,0,1,0,0,1,6,2019,0,0,0
2019-06-05,17634175.0,20.6,26.8,16.8,0.0,0.0,0.0,18.9,72.0,0,0,2,0,0,1,6,2019,0,0,0
2019-06-06,10398255.0,20.8,25.7,16.9,11.9,11.9,0.0,20.9,75.0,1,0,3,0,1,0,6,2019,0,0,0
2019-06-07,15557368.0,19.1,22.1,17.4,15.3,15.3,0.0,19.2,82.0,1,0,4,0,0,1,6,2019,0,0,0
2019-06-08,12886273.0,20.0,25.4,13.6,0.0,0.0,0.0,12.0,73.0,0,0,5,1,0,0,6,2019,0,0,0
2019-06-09,9082700.0,19.6,24.1,15.9,13.0,13.0,0.0,16.0,81.0,1,0,6,1,0,0,6,2019,0,0,0
2019-06-10,16255310.0,18.3,21.8,16.0,8.1,8.1,0.0,14.6,73.0,1,0,0,0,0,1,6,2019,0,0,0
2019-06-11,16825427.0,18.4,23.3,14.2,0.0,0.0,0.0,13.2,66.0,0,0,1,0,0,1,6,2019,0,0,0
2019-06-12,16846068.0,19.3,24.2,14.9,0.3,0.3,0.0,15.8,75.0,0,0,2,0,0,1,6,2019,0,0,0
2019-06-13,16954653.0,20.2,25.3,14.2,0.0,0.0,0.0,12.4,71.0,0,0,3,0,0,1,6,2019,0,0,0
2019-06-14,17448083.0,20.5,25.5,16.9,0.0,0.0,0.0,13.9,70.0,0,0,4,0,0,1,6,2019,0,0,0
2019-06-15,13352170.0,20.5,25.7,16.2,0.6,0.6,0.0,21.7,69.0,0,0,5,1,0,0,6,2019,0,0,0
2019-06-16,9500622.0,20.0,25.0,14.5,0.0,0.0,0.0,17.1,69.0,0,0,6,1,0,0,6,2019,0,0,0
2019-06-17,16373440.0,19.4,23.6,16.3,0.6,0.6,0.0,16.3,76.0,0,0,0,0,0,1,6,2019,0,0,0
2019-06-18,16399450.0,19.8,24.3,16.2,2.6,2.6,0.0,19.1,81.0,1,0,1,0,0,1,6,2019,0,0,0
2019-06-19,16690880.0,20.2,24.2,17.5,1.6,1.6,0.0,13.9,84.0,1,0,2,0,0,1,6,2019,0,0,0
2019-06-20,17060202.0,20.4,24.8,17.2,0.5,0.5,0.0,15.1,83.0,0,0,3,0,0,1,6,2019,0,0,0
2019-06-21,17482749.0,21.2,25.9,17.0,1.2,1.2,0.0,13.5,80.0,1,0,4,0,0,1,6,2019,0,0,0
2019-06-22,13618518.0,22.5,28.2,16.8,0.0,0.0,0.0,14.1,54.0,0,0,5,1,0,0,6,2019,0,0,0
2019-06-23,9809798.0,22.8,28.2,17.1,0.0,0.0,0.0,15.6,54.0,0,0,6,1,0,0,6,2019,0,0,0
2019-06-24,16284117.0,23.1,28.6,18.7,0.0,0.0,0.0,14.7,60.0,0,0,0,0,0,1,6,2019,0,0,0
2019-06-25,16565288.0,23.6,30.9,16.4,0.0,0.0,0.0,16.6,62.0,0,0,1,0,0,1,6,2019,0,0,0
2019-06-26,16561789.0,23.8,27.9,19.2,0.3,0.3,0.0,17.6,60.0,0,0,2,0,0,1,6,2019,0,0,0
2019-06-27,16365644.0,24.4,29.1,21.9,0.0,0.0,0.0,17.2,68.0,0,0,3,0,0,1,6,2019,0,0,0
2019-06-28,17170712.0,23.4,28.1,20.2,0.3,0.3,0.0,17.3,73.0,0,0,4,0,0,1,6,2019,0,0,0
2019-06-29,12601537.0,23.1,27.0,20.1,4.5,4.5,0.0,12.1,75.0,1,0,5,1,0,0,6,2019,0,0,0
2019-06-30,9467201.0,23.1,27.2,19.8,0.4,0.4,0.0,25.5,78.0,0,0,6,1,0,0,6,2019,0,0,0
2019-07-01,15957182.0,22.4,26.4,19.0,0.0,0.0,0.0,17.2,75.0,0,0,0,0,0,1,7,2019,0,0,0
2019-07-02,16343049.0,22.4,27.4,18.8,0.2,0.2,0.0,15.9,76.0,0,0,1,0,0,1,7,2019,0,0,0
2019-07-03,16576796.0,23.5,30.0,19.1,0.0,0.0,0.0,17.7,72.0,0,0,2,0,0,1,7,2019,0,0,0
2019-07-04,16622601.0,23.7,30.6,18.5,0.0,0.0,0.0,18.6,71.0,0,0,3,0,0,1,7,2019,0,0,0
2019-07-05,17339373.0,25.9,33.1,19.6,0.0,0.0,0.0,15.6,60.0,0,0,4,0,0,1,7,2019,0,0,0
2019-07-06,12723610.0,28.5,35.4,21.3,0.1,0.1,0.0,24.5,47.0,0,0,5,1,0,0,7,2019,0,0,0
2019-07-07,9426870.0,26.2,32.1,21.9,0.0,0.0,0.0,24.0,53.0,0,0,6,1,0,0,7,2019,0,0,0
2019-07-08,16013743.0,24.5,29.6,20.2,0.0,0.0,0.0,22.0,51.0,0,0,0,0,0,1,7,2019,0,0,0
2019-07-09,16513291.0,24.8,30.8,18.9,0.0,0.0,0.0,22.8,52.0,0,0,1,0,0,1,7,2019,0,0,0
2019-07-10,16375573.0,22.0,26.2,19.5,9.9,9.9,0.0,21.6,66.0,1,0,2,0,0,1,7,2019,0,0,0
2019-07-11,16274836.0,21.1,24.0,19.4,7.6,7.6,0.0,16.3,81.0,1,0,3,0,0,1,7,2019,0,0,0
2019-07-12,17355795.0,22.1,26.4,17.4,0.8,0.8,0.0,20.2,77.0,0,0,4,0,0,1,7,2019,0,0,0
2019-07-13,12890702.0,22.9,26.5,20.4,3.2,3.2,0.0,12.5,83.0,1,0,5,1,0,0,7,2019,0,0,0
2019-07-14,9562564.0,23.9,28.8,19.8,0.9,0.9,0.0,12.8,78.0,0,0,6,1,0,0,7,2019,0,0,0
2019-07-15,15687273.0,23.2,27.4,20.6,17.3,17.3,0.0,11.9,85.0,1,0,0,0,0,1,7,2019,0,0,0
2019-07-16,16200218.0,23.6,28.2,20.6,1.8,1.8,0.0,12.5,83.0,1,0,1,0,0,1,7,2019,0,0,0
2019-07-17,16435447.0,24.3,27.1,20.9,0.9,0.9,0.0,10.1,79.0,0,0,2,0,0,1,7,2019,0,0,0
2019-07-18,16465417.0,25.6,31.0,21.9,0.4,0.4,0.0,12.2,71.0,0,0,3,0,0,1,7,2019,0,0,0
2019-07-19,17161601.0,27.2,34.1,21.0,0.4,0.4,0.0,16.1,71.0,0,0,4,0,0,1,7,2019,0,0,0
